fill	x	y	xmin	xmax	ymin	ymax
#A5A5A5	3	2	2.875	3.125	1.875	2.125
#8D8D8D	3	1	2.875	3.125	0.875	1.125
#5E5E5E	2.5	1	2.375	2.625	0.875	1.125
#AEAEAE	2.5	2	2.375	2.625	1.875	2.125
#C7C7C7	3.25	2.25	3.125	3.375	2.125	2.375
#FFFFFF	3.25	2.5	3.125	3.375	2.375	2.625
#C7C7C7	3.25	1	3.125	3.375	0.875	1.125
#484848	2	0	1.875	2.125	-0.125	0.125
#1F1F1F	1.25	0	1.125	1.375	-0.125	0.125
#252525	1.5	0	1.375	1.625	-0.125	0.125
#C7C7C7	3.75	2.75	3.625	3.875	2.625	2.875
#5E5E5E	2.25	0	2.125	2.375	-0.125	0.125
#DBDBDB	4.25	3.75	4.125	4.375	3.625	3.875
#8D8D8D	2.75	2	2.625	2.875	1.875	2.125
#7A7A7A	2.75	1	2.625	2.875	0.875	1.125
#C7C7C7	3.5	2.25	3.375	3.625	2.125	2.375
#929292	2.75	0	2.625	2.875	-0.125	0.125
#5B5B5B	2	1	1.875	2.125	0.875	1.125
#DBDBDB	3	1.5	2.875	3.125	1.375	1.625
#FFFFFF	3.75	3	3.625	3.875	2.875	3.125
#FFFFFF	3.5	2.5	3.375	3.625	2.375	2.625
#B9B9B9	3.25	2	3.125	3.375	1.875	2.125
#111111	1	0	0.875	1.125	-0.125	0.125
#3E3E3E	1.75	0	1.625	1.875	-0.125	0.125
#C7C7C7	4	3.25	3.875	4.125	3.125	3.375
#A5A5A5	2.75	1.5	2.625	2.875	1.375	1.625
#B9B9B9	3.5	2	3.375	3.625	1.875	2.125
#606060	2.25	1	2.125	2.375	0.875	1.125
#FFFFFF	4.25	4	4.125	4.375	3.875	4.125
#7A7A7A	2.5	0	2.375	2.625	-0.125	0.125
#FFFFFF	3.75	2.25	3.625	3.875	2.125	2.375
#5E5E5E	1.5	1	1.375	1.625	0.875	1.125
#6D6D6D	1.75	1	1.625	1.875	0.875	1.125
#FFFFFF	3.75	2.5	3.625	3.875	2.375	2.625
#DBDBDB	2.5	1.5	2.375	2.625	1.375	1.625
#656565	1	1	0.875	1.125	0.875	1.125
#DBDBDB	1.75	2	1.625	1.875	1.875	2.125
#C7C7C7	3.25	1.5	3.125	3.375	1.375	1.625
#B9B9B9	2.25	1.5	2.125	2.375	1.375	1.625
#FFFFFF	2.25	2	2.125	2.375	1.875	2.125
#C7C7C7	1.75	1.5	1.625	1.875	1.375	1.625
#FFFFFF	2	1.5	1.875	2.125	1.375	1.625
#676767	1.25	1	1.125	1.375	0.875	1.125
#DBDBDB	1.5	2	1.375	1.625	1.875	2.125
#070707	0.5	0	0.375	0.625	-0.125	0.125
#0C0C0C	0.75	0	0.625	0.875	-0.125	0.125
#FFFFFF	1.25	1.5	1.125	1.375	1.375	1.625
#7D7D7D	0.75	1	0.625	0.875	0.875	1.125
#B9B9B9	1.5	1.5	1.375	1.625	1.375	1.625
#111111	0.25	0	0.125	0.375	-0.125	0.125
#FFFFFF	2	2	1.875	2.125	1.875	2.125
#9D9D9D	0.5	1	0.375	0.625	0.875	1.125
#FFFFFF	1.25	2	1.125	1.375	1.875	2.125
#000000	0	0	-0.125	0.125	-0.125	0.125
#B9B9B9	0.25	1	0.125	0.375	0.875	1.125
