x	y	clickSelects	xmin	xmax	ymin	ymax
9580	24	9600,0	9555	9605	-1	49
9630	24	9650,0	9605	9655	-1	49
9630	74	9650,50	9605	9655	49	99
9680	74	9700,50	9655	9705	49	99
9680	124	9700,100	9655	9705	99	149
9730	124	9750,100	9705	9755	99	149
9730	174	9750,150	9705	9755	149	199
9780	174	9800,150	9755	9805	149	199
9780	224	9800,200	9755	9805	199	249
9830	224	9850,200	9805	9855	199	249
9830	274	9850,250	9805	9855	249	299
9880	274	9900,250	9855	9905	249	299
9880	324	9900,300	9855	9905	299	349
9930	324	9950,300	9905	9955	299	349
9930	374	9950,350	9905	9955	349	399
9980	374	10000,350	9955	10005	349	399
9680	24	9700,0	9655	9705	-1	49
9780	124	9800,100	9755	9805	99	149
9880	224	9900,200	9855	9905	199	249
9730	74	9750,50	9705	9755	49	99
9830	174	9850,150	9805	9855	149	199
9930	274	9950,250	9905	9955	249	299
9980	324	10000,300	9955	10005	299	349
9730	24	9750,0	9705	9755	-1	49
9780	74	9800,50	9755	9805	49	99
9830	124	9850,100	9805	9855	99	149
9880	174	9900,150	9855	9905	149	199
9930	224	9950,200	9905	9955	199	249
9980	274	10000,250	9955	10005	249	299
10030	324	10050,300	10005	10055	299	349
9780	24	9800,0	9755	9805	-1	49
9880	124	9900,100	9855	9905	99	149
9980	224	10000,200	9955	10005	199	249
9830	74	9850,50	9805	9855	49	99
9930	174	9950,150	9905	9955	149	199
10030	274	10050,250	10005	10055	249	299
9830	24	9850,0	9805	9855	-1	49
9880	74	9900,50	9855	9905	49	99
9930	124	9950,100	9905	9955	99	149
9980	174	10000,150	9955	10005	149	199
10030	224	10050,200	10005	10055	199	249
10080	274	10100,250	10055	10105	249	299
9880	24	9900,0	9855	9905	-1	49
9980	124	10000,100	9955	10005	99	149
10080	224	10100,200	10055	10105	199	249
9930	74	9950,50	9905	9955	49	99
10030	174	10050,150	10005	10055	149	199
9930	24	9950,0	9905	9955	-1	49
9980	74	10000,50	9955	10005	49	99
10030	124	10050,100	10005	10055	99	149
10080	174	10100,150	10055	10105	149	199
10130	224	10150,200	10105	10155	199	249
9980	24	10000,0	9955	10005	-1	49
10080	124	10100,100	10055	10105	99	149
10030	74	10050,50	10005	10055	49	99
10130	174	10150,150	10105	10155	149	199
10030	24	10050,0	10005	10055	-1	49
10080	74	10100,50	10055	10105	49	99
10130	124	10150,100	10105	10155	99	149
10180	174	10200,150	10155	10205	149	199
10080	24	10100,0	10055	10105	-1	49
10180	124	10200,100	10155	10205	99	149
10130	74	10150,50	10105	10155	49	99
10130	24	10150,0	10105	10155	-1	49
10180	74	10200,50	10155	10205	49	99
10230	124	10250,100	10205	10255	99	149
10180	24	10200,0	10155	10205	-1	49
10230	74	10250,50	10205	10255	49	99
10230	24	10250,0	10205	10255	-1	49
10280	74	10300,50	10255	10305	49	99
10280	24	10300,0	10255	10305	-1	49
10330	24	10350,0	10305	10355	-1	49
